# BLASTN 2.11.0+
# Query: AGZN01000032_1
# RID: ZW05N7BY016
# Database: nt
# Fields: query id, subject id, % query coverage per subject, query length, subject length, q. start, q. end
# 15 hits found
AGZN01000032_1	gi|1829885364|gb|CP050956.1|	62	12411	5109992	1	7808
AGZN01000032_1	gi|1835051505|gb|CP051672.1|	62	12411	5379509	1	7808
AGZN01000032_1	gi|1681039103|dbj|AP019729.1|	62	12411	5179960	1	7808
AGZN01000032_1	gi|2032372039|gb|CP042285.1|	62	12411	5344828	1	7808
AGZN01000032_1	gi|1679382375|gb|CP040468.1|	62	12411	4952323	1	7808
AGZN01000032_1	gi|2098149960|gb|CP081908.1|	62	12411	5463868	1	7808
AGZN01000032_1	gi|1576727513|emb|LR215978.1|	62	12411	5212259	1	7808
AGZN01000032_1	gi|1848637015|gb|CP054012.1|	14	12411	4926033	5931	7721
AGZN01000032_1	gi|1233026217|gb|CP022754.1|	14	12411	5372666	5931	7721
AGZN01000032_1	gi|2127687717|gb|CP085944.1|	14	12411	4812066	5931	7721
AGZN01000032_1	gi|2032972710|gb|CP072254.1|	14	12411	5062790	5931	7721
AGZN01000032_1	gi|2032888442|gb|CP072231.1|	14	12411	5196994	5931	7721
AGZN01000032_1	gi|2032851224|gb|CP072210.1|	14	12411	5225576	5931	7721
AGZN01000032_1	gi|1986004062|gb|CP069431.1|	14	12411	4812038	5931	7721
AGZN01000032_1	gi|149935098|gb|CP000140.1|	14	12411	4811379	5931	7721
# BLASTN 2.11.0+
# Query: AQCH01000070_1
# RID: ZW0DK9H8013
# Database: nt
# Fields: query id, subject id, % query coverage per subject, query length, subject length, q. start, q. end
# 626 hits found
AQCH01000070_1	gi|1042762868|gb|CP015230.1|	100	21145	3260769	1	21145
AQCH01000070_1	gi|1533595444|emb|LR027553.1|	72	21145	3183848	1	7751
AQCH01000070_1	gi|1533595444|emb|LR027553.1|	72	21145	3183848	13536	21145
AQCH01000070_1	gi|2021945010|gb|CP051249.1|	72	21145	3255966	4	7752
