# BLASTN 2.11.0+
# Query: AGZN01000032_1
# Database: /usr/local/genome/databases/patric/microviridae_Patric.fasta
# Fields: query id, subject id, % query coverage per subject, query length, subject length, q. start, q. end
# 193 hits found
AGZN01000032_1	AGZN01000032	100	12411	36075	1	12411
AGZN01000032_1	QTNL01000010	100	12411	114974	1	12411
AGZN01000032_1	DPOT01000019	99	12411	60337	1	9054
AGZN01000032_1	DPOT01000019	99	12411	60337	9134	12411
AGZN01000032_1	QTMV01000004	63	12411	244048	1	7808
AGZN01000032_1	QTLI01000005	63	12411	244266	1	7808
AGZN01000032_1	QSQL01000004	63	12411	243830	1	7808
AGZN01000032_1	QSQY01000021	63	12411	90282	1	7808
AGZN01000032_1	DPVR01000035	63	12411	244096	1	7808
AGZN01000032_1	DOCU01000030	63	12411	243739	1	7808
AGZN01000032_1	QSCD01000012	63	12411	110543	1	7808
AGZN01000032_1	CP050956	63	12411	5109992	1	7808
AGZN01000032_1	NZ_GG774970	63	12411	232009	1	7808
AGZN01000032_1	QTNC01000001	63	12411	475133	1	7808
AGZN01000032_1	CP051672	63	12411	5379509	1	7808
AGZN01000032_1	AP019729	63	12411	5179960	1	7808
AGZN01000032_1	WKMM01000011	63	12411	156903	1	7808
AGZN01000032_1	QRPA01000008	63	12411	230595	1	7808
AGZN01000032_1	QRXK01000002	63	12411	406492	1	7808
AGZN01000032_1	QTLD01000001	63	12411	493731	1	7808
AGZN01000032_1	MNQY01000113	63	12411	125953	1	7808
AGZN01000032_1	KQ236102	63	12411	1046906	1	7808
AGZN01000032_1	NAKS01000003	63	12411	1062471	1	7808
AGZN01000032_1	VSOM01000036	63	12411	61907	1	7808
AGZN01000032_1	WCIH01000002	63	12411	763522	1	7808
AGZN01000032_1	QTMX01000004	63	12411	266096	1	7808
AGZN01000032_1	ACUA01000003	63	12411	483565	1	7808
AGZN01000032_1	CP040468	63	12411	4952323	1	7808
AGZN01000032_1	DMLN01000023	63	12411	48771	1	7808
AGZN01000032_1	WKMW01000005	63	12411	292809	1	7808
AGZN01000032_1	WKMX01000003	63	12411	295080	1	7808
AGZN01000032_1	QSTM01000003	63	12411	464085	1	7808
AGZN01000032_1	QSTM01000003	63	12411	464085	5504	5544
AGZN01000032_1	QSHF01000001	63	12411	972605	1	7808
AGZN01000032_1	QSHF01000001	63	12411	972605	5504	5544
AGZN01000032_1	QSJN01000002	63	12411	478015	1	7808
AGZN01000032_1	QSJN01000002	63	12411	478015	5504	5544
AGZN01000032_1	QRNQ01000001	63	12411	565101	1	7808
AGZN01000032_1	QRNQ01000001	63	12411	565101	5504	5544
AGZN01000032_1	QRPY01000001	63	12411	356548	1	7808
AGZN01000032_1	QRPY01000001	63	12411	356548	5504	5544
AGZN01000032_1	QRUC01000023	63	12411	80096	1	7808
AGZN01000032_1	QRUC01000023	63	12411	80096	5504	5544
AGZN01000032_1	CZBM01000027	63	12411	50517	1	7808
AGZN01000032_1	QSLL01000147	63	12411	10107	1	7808
AGZN01000032_1	QSIV01000001	63	12411	421860	1	7808
AGZN01000032_1	QSIV01000001	63	12411	421860	5504	5544
AGZN01000032_1	QTMJ01000006	63	12411	306144	1	7808
AGZN01000032_1	VOHW01000003	63	12411	517334	1	7808
AGZN01000032_1	NZ_GG774759	63	12411	1338586	1	7808
AGZN01000032_1	NZ_GG774759	63	12411	1338586	5504	5544
AGZN01000032_1	RAYG01000001	63	12411	419521	1	7808
AGZN01000032_1	DPDI01000052	63	12411	55828	1	7808
AGZN01000032_1	QTLP01000008	63	12411	210380	1	7808
AGZN01000032_1	CYXP01000002	63	12411	610390	1	7808
AGZN01000032_1	QSDX01000016	63	12411	102635	1	7808
AGZN01000032_1	NZ_EQ973175	63	12411	1274191	1	7794
